leftHipAngle,rightHipAngle,leftElbowAngle,rightElbowAngle,leftKneeAngle,rightKneeAngle,velocityX,velocityY,velocityZ,label
84.32223056,90.36197397,178.5157805,164.4310484,142.0922572,167.0234114,0.001213074,-0.000364184,0,FullRollUp
80.79159564,90.00917675,174.0344374,161.4240702,133.7275772,166.9753448,0.000769734,-0.000133872,0,FullRollUp
80.65332991,89.41660098,176.4677396,162.3611962,133.3602205,166.8839617,0.000196934,5.90E-06,0,FullRollUp
79.84855697,88.7814253,174.3972695,164.161828,133.4198999,166.7718859,0.000160635,0.000618517,0,FullRollUp
80.08418017,88.03131239,171.9326188,162.0686738,133.9506362,166.5128934,0.000418842,0.000231862,0,FullRollUp
80.83592238,87.47848327,173.6815592,161.9962202,135.1264793,166.3879196,0.000833631,-1.36E-05,0,FullRollUp
80.59427606,87.17671921,174.2183767,162.8377543,135.2627518,166.3683102,0.000762999,-0.00030309,0,FullRollUp
81.95877547,86.99971417,176.0477742,164.0656175,139.7565752,166.8019938,-5.11E-05,-1.52E-05,0,FullRollUp
85.71196167,87.11737304,173.6079703,164.1120253,147.7674917,168.4024642,-4.53E-06,3.81E-06,0,FullRollUp
84.60812204,86.79312221,172.342074,165.7744266,147.094851,168.687855,0.000472665,0.000219762,0,FullRollUp
83.80162819,86.51441756,172.3905238,166.4956144,150.7629867,168.7648254,0.000299335,0.000411689,0,FullRollUp
83.08906357,86.33583495,173.6052599,167.4257377,153.2554637,168.9900545,0.000422299,1.10E-05,0,FullRollUp
82.6363875,86.1952196,172.0300122,167.0906733,149.300919,169.2959999,0.000941217,-0.00043118,0,FullRollUp
80.3709284,85.61308108,172.423766,168.1299849,143.6288884,169.2255841,0.000385761,0.000145018,0,FullRollUp
81.82710912,85.19177941,175.1457075,170.2197003,144.7213926,169.2112547,0.000495493,-0.000124037,0,FullRollUp
74.35143782,84.75837323,176.4073679,170.2947524,130.3743377,168.9975307,0.001362801,-0.000626028,0,FullRollUp
73.05280829,84.53183192,177.5129343,172.0242556,128.4021456,169.2977601,0.000864506,-0.000400186,0,FullRollUp
72.82668711,84.06279325,177.0872486,172.3799061,130.1312669,169.5893573,0.000405431,-0.0006935,0,FullRollUp
72.88885411,83.99244473,179.0084097,173.0680891,131.2231511,170.3778611,-0.000185966,-0.0002262,0,FullRollUp
72.75761254,83.63544565,178.5669374,173.7144264,131.178304,170.0883829,-0.000123978,-0.000621021,0,FullRollUp
81.91689584,83.30461459,177.4770716,174.5911387,150.0682536,170.2442543,-8.46E-05,-0.000415683,0,FullRollUp
85.45156182,82.67624584,175.2064425,176.2929525,156.3587241,170.0078402,-6.77E-05,7.39E-06,0,FullRollUp
85.85275006,82.3158456,175.7466681,175.2798626,157.1631001,170.1444567,-2.66E-05,-7.05E-05,0,FullRollUp
86.16464808,82.21412953,176.8759466,174.9994295,158.9742575,170.440837,-1.42E-05,-0.000215709,0,FullRollUp
85.69714351,81.91998172,176.3976388,174.9833962,158.650066,169.916778,5.96E-06,-3.30E-05,0,FullRollUp
86.6615314,81.51802421,174.4764246,176.3416595,161.4813522,169.7526253,6.46E-05,-0.000325203,0,FullRollUp
86.24454327,81.23061911,173.5216964,176.8762491,161.4486719,169.1136882,-1.76E-05,-0.000209093,0,FullRollUp
82.58352473,80.92557934,173.3284514,177.1047312,155.2597582,168.2845341,-1.31E-05,-1.87E-05,0,FullRollUp
80.75698055,80.49045557,173.4544798,177.7576551,152.299122,167.8035406,-1.79E-07,0.000222862,0,FullRollUp
81.67867189,80.41506301,174.5442243,177.207103,153.4046096,167.4897947,0.000119388,4.29E-05,0,FullRollUp
77.48268353,80.01090321,175.2364098,177.3658463,146.6105998,167.186285,0.000255287,1.79E-07,0,FullRollUp
80.63018796,79.83088923,175.101193,179.0155013,152.0760844,167.1873485,0.000157893,5.36E-06,0,FullRollUp
80.17128337,79.75798362,175.0131021,179.7820898,152.2172355,167.3680082,0.000637949,-4.77E-06,0,FullRollUp
76.06269505,79.56213772,174.7444841,179.8072265,145.7063722,167.4461221,0.000201404,7.99E-06,0,FullRollUp
75.24677416,79.53244876,173.6317475,179.4959112,145.1574547,167.4541488,0.000421166,-3.92E-05,0,FullRollUp
74.00113918,79.40758289,174.0083988,179.2308421,144.4199617,168.1840667,0.000169754,2.24E-05,0,FullRollUp
73.6137883,79.68236546,173.5811298,179.3993451,145.0539918,169.006524,0.000264585,2.15E-06,0,FullRollUp
73.25459918,79.70079298,173.3752479,178.6800018,146.149301,169.9559285,0.000266671,-8.45E-05,0,FullRollUp
72.87256766,79.38139294,172.5627742,178.8766258,147.3764344,170.5394009,0.000459969,-2.22E-05,0,FullRollUp
72.11028083,78.25523451,173.046911,178.8323686,146.9034828,169.6865315,-0.000205994,0.001511872,0,FullRollUp
70.73637622,77.69421215,171.7679768,178.8187894,144.8932834,168.6435224,-3.39E-05,0.000415146,0,FullRollUp
70.72646098,77.45010015,173.4867645,178.4888101,145.5089967,168.5808916,-0.000217319,-1.66E-05,0,FullRollUp
70.19125965,77.17806415,173.1524861,178.4119163,145.998858,168.343274,5.85E-05,-0.000253022,0,FullRollUp
70.09340355,76.56596114,173.2762237,177.7419075,146.1683716,168.030751,-3.31E-05,-7.57E-06,0,FullRollUp
69.69936004,76.50915573,172.7643477,177.9684432,146.6511283,168.0636008,-2.38E-07,-1.20E-05,0,FullRollUp
69.63362516,76.04629955,172.3615396,178.3237063,146.8442763,167.4279998,-6.74E-06,-7.57E-06,0,FullRollUp
69.32471421,75.556453,171.7963649,178.5547717,146.3069896,166.7550901,-2.99E-05,-4.23E-06,0,FullRollUp
69.29625346,75.07001508,170.9131432,178.5920822,146.3365823,166.367656,-0.000141859,-5.84E-06,0,FullRollUp
67.80131456,74.84630619,169.7867394,178.2610379,144.1066189,166.1096899,-1.79E-07,-3.86E-05,0,FullRollUp
67.75819732,74.56886406,169.0511775,178.1500172,144.1997373,165.8623738,-3.28E-06,-4.47E-06,0,FullRollUp
67.7982525,74.06535363,167.5415354,176.800968,144.2994949,165.829733,-3.90E-05,-2.09E-05,0,FullRollUp
67.98710436,74.02401823,166.5555217,175.6472079,144.8080217,165.8285421,-3.59E-05,-6.96E-05,0,FullRollUp
67.87456244,73.97770701,166.4260688,174.8369501,145.1037375,165.8473807,-4.65E-06,-0.000134587,0,FullRollUp
67.93772485,73.77586671,166.3702523,174.0221659,145.2943134,165.9972625,-6.70E-05,-0.000151217,0,FullRollUp
67.99529159,73.57798348,166.4232783,174.3967555,145.4665926,166.0066734,-4.40E-05,-0.000148892,0,FullRollUp
67.96359769,73.29564238,166.522826,174.3180655,145.5109657,165.9045746,-0.000154912,-6.56E-06,0,FullRollUp
67.87133883,73.02438389,166.6688519,174.106694,145.4407839,165.8591466,-0.000162244,-1.78E-05,0,FullRollUp
67.62848246,72.87839514,166.9575483,173.704369,145.0831689,165.8516867,-7.72E-05,-7.00E-05,0,FullRollUp
66.04302001,72.81247234,167.8926486,174.4977828,142.3345215,165.8543549,-6.33E-05,-8.98E-05,0,FullRollUp
66.04253955,72.69130404,169.3697899,175.1721366,142.7309278,165.8380455,-4.05E-06,-6.32E-05,0,FullRollUp
66.38526208,72.36170013,169.4482486,175.111144,143.6018128,165.7310036,-0.000133812,7.27E-05,0,FullRollUp
65.91969576,72.11219404,170.0507643,174.7381501,142.5750764,165.6885665,-0.000112355,6.03E-05,0,FullRollUp
65.18047379,71.92481514,170.5334315,174.8959092,141.4348613,165.6140433,-4.83E-06,-3.22E-06,0,FullRollUp
64.17700603,71.79510363,171.1937966,175.3432474,139.7063401,165.614984,1.13E-06,-2.49E-05,0,FullRollUp
63.79891879,71.7377683,171.7818375,175.661327,138.9270459,165.6536507,-2.80E-06,-0.000133634,0,FullRollUp
63.79452018,71.91867438,172.0824252,175.8049744,138.5512484,166.0227512,-2.50E-06,-0.000558376,0,FullRollUp
63.70243235,72.23940014,172.1863289,176.1140706,138.7777203,166.5089695,0.000162363,-0.000582278,0,FullRollUp
65.26689346,72.4670721,171.5527773,176.3563259,142.1771429,166.8842983,0.000121355,-8.89E-05,0,FullRollUp
66.38065462,72.54791311,170.8671013,177.221712,144.3068143,166.8355779,-5.42E-05,0.000214934,0,FullRollUp
66.91550521,72.69831319,172.1797717,177.3923037,145.7234186,167.0907302,-1.97E-06,5.82E-05,0,FullRollUp
66.76991658,72.74165007,172.902705,178.1300401,145.8915698,166.9495454,0.000269115,-0.000154614,0,FullRollUp
66.83447834,72.77604615,173.406659,178.3316505,146.4096542,166.8834328,0.000204384,-0.000223577,0,FullRollUp
66.82534091,72.87292767,173.5368255,178.2355476,146.7671869,167.011523,0.000386894,-0.000153422,0,FullRollUp
65.44809603,73.10296262,173.7932036,178.139343,144.3127184,167.5308529,0.000235319,-1.70E-05,0,FullRollUp
64.80473633,73.3436111,174.5382485,178.318026,142.7886006,167.8965217,0.000138879,-8.68E-05,0,FullRollUp
64.07369098,73.44596566,174.8226149,178.4431663,140.7242311,167.9697544,4.59E-05,-2.56E-06,0,FullRollUp
63.73152007,73.53083024,174.9788329,178.4382492,140.1302503,168.0870259,1.38E-05,-1.94E-05,0,FullRollUp
63.41914033,73.52102387,175.0556223,178.7569689,139.7442591,168.003398,7.10E-05,-1.79E-06,0,FullRollUp
63.26632417,73.42695937,175.3463552,179.8325826,139.394534,167.9231178,5.78E-06,1.76E-05,0,FullRollUp
63.05780024,73.35138516,176.0175597,179.8640473,138.799464,167.5646678,6.41E-05,3.13E-05,0,FullRollUp
62.93985761,73.20694014,176.3097885,179.8158863,138.5670364,167.1163329,5.33E-05,5.64E-05,0,FullRollUp
62.59767946,73.14298204,176.4622228,179.6527171,137.4001471,167.0025334,7.63E-06,3.04E-06,0,FullRollUp
62.5865104,73.10430251,176.4987098,179.3550582,137.3269799,166.9815716,5.60E-06,-6.85E-06,0,FullRollUp
60.42110646,73.05370203,176.3457292,179.101306,133.4961678,166.9829026,3.99E-06,-3.84E-05,0,FullRollUp
59.52620638,72.99224857,176.7060643,179.3054531,131.8098133,167.0173675,-5.89E-05,-1.49E-06,0,FullRollUp
59.22747174,72.97983341,176.5495601,179.4227723,131.5037689,167.1385248,-2.21E-05,-4.77E-07,0,FullRollUp
59.02343669,73.00331983,175.9536672,179.3267465,131.4094645,167.3188487,-2.50E-05,-1.08E-05,0,FullRollUp
58.84988782,72.99824606,175.6964387,179.2297231,131.3653098,167.3831371,-1.60E-05,7.93E-06,0,FullRollUp
58.7643202,72.98861015,175.3903921,179.015412,131.6063768,167.4645221,-1.61E-06,1.43E-05,0,FullRollUp
58.71100798,72.91861728,174.9277126,178.7779111,131.7688896,167.69847,-2.20E-05,7.15E-07,0,FullRollUp
58.6580957,72.79143412,174.5980454,178.9141902,131.7048102,168.0029222,-9.54E-07,8.23E-06,0,FullRollUp
58.55324103,72.69789682,174.7590342,179.0505932,131.6480885,168.1712511,2.68E-05,-3.96E-05,0,FullRollUp
58.51719214,72.59646736,173.9996319,178.7181042,131.6719044,168.2923551,2.52E-05,-0.000103354,0,FullRollUp
58.51500459,72.50115026,173.8803169,178.2912835,131.7330329,168.3830404,2.88E-05,-3.59E-05,0,FullRollUp
59.31855315,72.45274698,173.4443498,177.5973499,133.2989568,168.4283727,4.82E-05,-9.32E-05,0,FullRollUp
59.7161538,72.42643003,172.9838869,176.9144015,134.0834242,168.4677802,3.16E-06,-9.37E-05,0,FullRollUp
59.9611798,72.45050782,172.7146106,176.2956644,134.5971854,168.6053162,3.58E-07,-7.86E-05,0,FullRollUp
60.36044586,72.52298629,173.3102352,175.7290629,135.5244257,168.8542666,-8.94E-07,-6.54E-05,0,FullRollUp
60.64917501,72.57730233,174.2203618,175.4428226,136.1045095,169.0778684,9.54E-07,-0.000159919,0,FullRollUp
60.93422262,72.61183291,174.8720827,175.292827,136.5212403,169.2040851,-3.87E-06,-3.99E-05,0,FullRollUp
61.06383724,72.57520908,175.2039701,175.6997207,136.6897872,169.2198884,-7.18E-05,4.01E-05,0,FullRollUp
61.21370247,72.67674962,175.5731166,175.9198469,136.9579282,169.4531351,-5.90E-06,1.54E-05,0,FullRollUp
61.48512292,72.79085853,175.9464612,175.8002826,137.4947426,169.6243616,1.93E-05,-2.01E-05,0,FullRollUp
61.82075473,72.82235849,175.8860852,175.8001009,138.1538613,169.6989057,-8.23E-06,-3.16E-06,0,FullRollUp
62.080803,72.83297358,175.6772683,175.9019511,138.62469,169.7773228,-3.76E-05,6.79E-06,0,FullRollUp
62.23229724,72.87926428,175.5003343,176.0264527,138.9058342,169.920698,-4.65E-06,-3.21E-05,0,FullRollUp
62.34708111,72.89330986,175.3757325,176.3077843,139.1471301,169.9731482,2.92E-06,-1.56E-05,0,FullRollUp
62.43599661,72.95551598,175.4362647,176.3804626,139.3389763,170.1412571,2.33E-05,-1.57E-05,0,FullRollUp
62.52201467,73.08570183,175.1695911,176.4718537,139.5494074,170.3304302,3.56E-05,-1.45E-05,0,FullRollUp
62.6651959,73.19529082,175.1228532,176.4333032,139.7979799,170.5686869,5.30E-06,-3.16E-06,0,FullRollUp
62.83322935,73.27729851,175.2504928,176.4789173,140.0483141,170.7956907,-1.18E-05,1.25E-06,0,FullRollUp
63.05631881,73.40537501,175.0934533,176.4482435,140.514258,171.1118513,-2.77E-05,-2.74E-06,0,FullRollUp
63.41693909,73.43681881,174.8745475,176.6621329,141.3177566,171.2847996,-6.09E-05,-9.54E-07,0,FullRollUp
63.78950404,73.48802112,174.8659739,176.7869395,142.2639325,171.5522517,-6.31E-05,4.05E-06,0,FullRollUp
64.58277103,73.53657923,174.629592,176.9282776,144.0849167,171.9184207,-6.32E-06,-1.07E-06,0,FullRollUp
65.13523162,73.59738707,174.6423124,177.0826164,145.4075017,172.2747142,3.51E-05,-1.73E-05,0,FullRollUp
65.55050893,73.64866108,174.5146386,177.2146709,146.2755256,172.445366,6.68E-06,-1.19E-07,0,FullRollUp
65.62537766,73.70483942,174.358969,177.2624748,146.4692224,172.634992,-2.11E-05,6.21E-05,0,FullRollUp
65.52729161,73.8123106,174.0485484,177.1635377,146.4718885,172.924809,-0.000111401,0.000595868,0,FullRollUp
65.31004954,73.83968101,173.8082928,177.2483778,146.1941177,173.150225,-6.74E-05,0.000320852,0,FullRollUp
65.17389445,73.85232686,173.4134095,177.2411928,146.1221997,173.3379895,-2.71E-05,0.000180125,0,FullRollUp
65.12254819,73.85372989,173.103447,177.2332231,146.0271238,173.4823326,-2.93E-05,-1.43E-05,0,FullRollUp
65.10413734,73.85421351,172.6269203,177.0784209,145.9827561,173.5824909,-4.08E-05,-3.21E-05,0,FullRollUp
65.09829045,73.87597288,172.0926641,177.0036254,146.018437,173.6498056,-2.84E-05,-3.93E-06,0,FullRollUp
65.25074092,73.94495053,171.5634729,176.9510745,146.377165,173.7476583,-1.26E-05,-5.63E-05,0,FullRollUp
65.47454859,74.12736558,171.3455747,176.9998408,146.7129112,173.835659,-5.96E-06,-8.11E-05,0,FullRollUp
65.93271052,74.35247823,171.3687039,177.1644242,147.3558523,173.9208509,-3.58E-06,-8.39E-05,0,FullRollUp
66.16607146,74.50549127,171.205188,177.2075215,147.6206391,173.9724235,-2.62E-06,-4.58E-05,0,FullRollUp
66.32376192,74.61314992,171.0681299,177.3848651,147.8019392,174.0469202,-8.40E-06,-7.41E-05,0,FullRollUp
66.48758004,74.69985099,170.9414921,177.62833,147.897363,174.0861031,-2.98E-06,-7.58E-05,0,FullRollUp
66.64824516,74.80836278,170.927462,177.9303346,148.0043127,174.1024498,-1.20E-05,-2.58E-05,0,FullRollUp
66.73774032,74.82500903,171.0619866,178.1504592,147.9986727,174.1159515,-6.47E-05,-1.04E-05,0,FullRollUp
66.84858181,74.85158317,171.2867492,178.4189113,147.9982133,174.1271291,-4.05E-05,-3.17E-05,0,FullRollUp
66.96501336,74.85915517,171.413231,178.6378213,148.0025533,174.1444,-0.0001055,-2.68E-06,0,FullRollUp
67.06682001,74.8776009,171.6020861,179.015028,148.011477,174.1676028,-7.80E-05,-5.19E-06,0,FullRollUp
67.1610307,74.95468142,171.7960695,179.4400933,148.0473049,174.2420198,-6.72E-05,1.17E-05,0,FullRollUp
67.23349085,75.01315345,171.9273184,179.6458521,148.0732905,174.2751341,-9.91E-05,-2.92E-06,0,FullRollUp
67.32604948,75.05381348,172.0176127,179.8322157,148.0789234,174.3210165,-7.24E-05,1.53E-05,0,FullRollUp
69.55983673,75.11578217,171.9323349,179.9118967,152.171375,174.413762,-7.18E-05,3.49E-05,0,FullRollUp
70.61172857,75.17620901,171.7285108,179.9072865,154.0088725,174.4561345,-4.45E-05,6.93E-05,0,FullRollUp
71.28084373,75.26614384,171.6704231,179.8874411,155.4163668,174.5965302,-4.15E-05,0.000235021,0,FullRollUp
71.56177312,75.32246013,171.4172289,179.7558218,156.0940235,174.7089925,-7.47E-05,0.000158072,0,FullRollUp
71.60635348,75.37996998,171.1084003,179.535608,156.2581625,174.7148987,-9.08E-05,0.000145555,0,FullRollUp
71.70560674,75.47445996,171.1319719,179.680785,156.4800752,174.7643156,-3.31E-05,2.29E-05,0,FullRollUp
71.70687003,75.55395892,171.2625817,179.5744429,156.5943404,174.8456653,-3.93E-06,0.000117481,0,FullRollUp
71.80018863,75.6533042,171.3789094,179.7165644,156.7234977,174.9787874,-9.54E-06,2.87E-05,0,FullRollUp
71.84298782,75.73508467,171.4797268,179.4711983,156.548595,175.0431779,-8.11E-06,2.77E-05,0,FullRollUp
71.80891587,75.8070686,171.6195044,179.3521478,156.5022484,175.1454702,-6.97E-06,2.20E-05,0,FullRollUp
71.80767899,75.84838731,171.9289144,179.222761,156.5029317,175.205491,-5.60E-06,1.97E-05,0,FullRollUp
71.82872363,75.89223771,172.1563561,179.1153469,156.534012,175.2489028,-5.36E-06,4.47E-06,0,FullRollUp
71.83821263,75.92732808,172.4735833,179.1479335,156.5322199,175.293544,1.70E-05,4.47E-06,0,FullRollUp
71.84155604,75.94859555,172.8723178,179.2605182,156.5280195,175.3219419,1.09E-05,4.35E-06,0,FullRollUp
71.83377337,75.97144066,173.0906164,179.2604597,156.5338579,175.3527668,-1.79E-07,3.95E-05,0,FullRollUp
71.83464987,75.99270448,173.2382548,179.2753844,156.5588009,175.3684792,1.17E-05,4.53E-06,0,FullRollUp
71.84538345,76.03680663,173.3395329,179.2952317,156.5963474,175.3939493,2.40E-05,6.56E-07,0,FullRollUp
71.8102145,76.02124107,173.559061,179.3079226,156.6726499,175.4110702,1.99E-05,0.000208139,0,FullRollUp
71.83245166,76.02828211,173.4959182,179.328815,156.9212844,175.4400555,5.86E-05,7.99E-05,0,FullRollUp
71.78604847,76.02252557,173.5562381,179.3547421,156.9738893,175.446627,6.79E-06,0.000232875,0,FullRollUp
71.74051251,76.01374644,173.5444931,179.3530476,157.0131483,175.4469457,1.82E-05,0.000137568,0,FullRollUp
71.6975225,76.00389752,173.6063396,179.3607985,157.0171148,175.4555343,8.94E-07,0.000144422,0,FullRollUp
71.7114739,76.03257741,173.626873,179.3868328,157.0824282,175.5142901,-9.42E-06,2.32E-05,0,FullRollUp
71.71486797,76.03075144,173.6335849,179.3410967,157.1716276,175.5970112,-3.78E-05,1.08E-05,0,FullRollUp
71.73237389,76.03025164,173.6335406,179.2776068,157.2193864,175.6575874,-4.67E-05,1.96E-05,0,FullRollUp
71.73319962,76.02577067,173.6703989,179.2710222,157.2303149,175.7211573,-5.19E-05,5.53E-05,0,FullRollUp
71.74040185,76.02942033,173.7256301,179.3613096,157.256093,175.7427591,-3.44E-05,9.55E-05,0,FullRollUp
71.7177377,76.03322901,173.7955304,179.3890712,157.0757735,175.7629584,-2.06E-05,5.56E-05,0,FullRollUp
71.6951852,76.03009669,173.8195229,179.3882791,156.9593627,175.7728689,-4.42E-05,4.35E-05,0,FullRollUp
71.6835661,76.02711645,173.7452302,179.3672478,156.9062724,175.7912532,-3.89E-05,5.96E-06,0,FullRollUp
71.66139439,76.02250164,173.7132256,179.3797945,156.7987231,175.7906574,-5.60E-06,1.04E-05,0,FullRollUp
71.62329578,76.00837649,173.6585391,179.4018814,156.6710853,175.7872454,-2.71E-05,-2.38E-06,0,FullRollUp
71.62225538,76.01254991,173.7048349,179.3994822,156.6135045,175.8132968,-3.58E-05,-2.34E-05,0,FullRollUp
71.59427298,76.00408727,173.6711999,179.3543529,156.5066836,175.8025245,-5.33E-05,-1.77E-05,0,FullRollUp
69.74717918,76.00974962,173.6985133,179.3237013,152.9013228,175.8178636,-3.28E-05,-0.00012219,0,FullRollUp
68.23519596,76.01027113,173.7753086,179.2515925,149.7940808,175.8632,-6.54E-05,-9.11E-05,0,FullRollUp
67.46060852,76.01040151,173.7796771,179.1694548,148.0228271,175.9578265,-8.08E-05,-0.000130773,0,FullRollUp
67.34302817,76.01050626,173.6833504,179.0537658,147.7495512,175.9591756,-3.34E-05,-0.000101984,0,FullRollUp
67.97855914,75.9971288,173.8072169,179.0517377,148.9229619,175.9235474,-5.72E-06,-5.61E-05,0,FullRollUp
68.53327976,75.99872185,174.0580574,179.0490948,149.865177,175.8995681,-4.29E-06,-7.99E-06,0,FullRollUp
68.06434916,75.98721001,174.0929443,179.0064803,148.9484796,175.8392445,-4.53E-06,4.29E-06,0,FullRollUp
67.33519676,75.97860109,174.0196738,178.949047,147.6162168,175.7830149,-4.47E-06,-1.25E-06,0,FullRollUp
66.86725312,75.97539027,173.9740942,178.8811793,146.7182004,175.7471823,-1.67E-06,-2.72E-05,0,FullRollUp
66.66174419,75.9657447,173.9453204,178.8188746,146.3306676,175.7330018,-4.77E-07,-4.30E-05,0,FullRollUp
66.38098209,75.94540935,173.8668693,178.7391346,145.7910707,175.695584,-2.26E-06,-1.66E-05,0,FullRollUp
66.08278812,75.92226588,173.8262133,178.6801585,145.0037016,175.6493564,1.55E-06,-8.44E-05,0,FullRollUp
65.91053712,75.88520617,173.7941671,178.6196875,144.6668447,175.5566374,-8.23E-06,-4.83E-05,0,FullRollUp
65.76720437,75.86457663,173.7712629,178.6035213,144.4066676,175.4944372,-1.67E-06,-2.40E-05,0,FullRollUp
65.70745178,75.84789177,173.7632537,178.6151067,144.0948462,175.4031602,-8.82E-06,-2.32E-05,0,FullRollUp
65.60284873,75.82986372,173.7818879,178.6189704,143.7989351,175.3314422,-5.42E-06,-2.90E-05,0,FullRollUp
65.56821379,75.80896661,173.7673858,178.6410564,143.6653296,175.2620775,-1.61E-06,-6.98E-05,0,FullRollUp
65.53129178,75.77096148,173.7272835,178.6566584,143.6666252,175.1637285,-1.49E-06,-5.50E-05,0,FullRollUp
65.51845137,75.74638656,173.7230963,178.6502711,143.6721985,175.0985761,-5.84E-06,-2.92E-05,0,FullRollUp
65.49110686,75.75172792,173.7054025,178.6656099,143.6467411,175.0862817,-1.49E-06,-9.26E-05,0,FullRollUp
65.59610003,75.77316325,173.7271951,178.6847521,143.8192763,175.0116649,-1.73E-06,-8.92E-05,0,FullRollUp
65.64437931,75.74880528,173.712208,178.7075096,143.8911568,174.9540294,-2.25E-05,-7.21E-06,0,FullRollUp
65.68498033,75.74328097,173.7738469,178.738356,143.9509775,174.9358107,-1.53E-05,-6.08E-06,0,FullRollUp
65.72116023,75.74820625,173.7924816,178.7635584,143.9998607,174.9114204,-3.22E-06,-1.93E-05,0,FullRollUp
65.79292951,75.75525695,173.8098323,178.7708869,144.0831496,174.850227,-1.85E-06,-5.61E-05,0,FullRollUp
65.82961132,75.75546564,173.8234204,178.760968,144.0805024,174.8229103,-8.88E-06,-9.48E-06,0,FullRollUp
65.8511919,75.75167422,173.8336218,178.3312652,144.0718084,174.7963385,-3.10E-06,-2.13E-05,0,FullRollUp
65.87298216,75.72743332,173.8227843,177.9287201,144.0632037,174.7493382,-1.65E-05,-9.42E-06,0,FullRollUp
65.88886983,75.66079447,173.6040645,177.6722312,144.0753314,174.6557321,-3.02E-05,-7.33E-06,0,FullRollUp
65.89533675,75.58838917,173.4861384,177.4465952,144.1145271,174.5484683,-4.68E-05,-7.51E-06,0,FullRollUp
65.80675342,75.5349582,173.4189443,177.2301687,144.0405522,174.4835874,-8.22E-05,-8.11E-06,0,FullRollUp
65.77720031,75.495094,173.3306165,177.1402982,143.9968341,174.3971728,-8.90E-05,-2.68E-06,0,FullRollUp
65.75565332,75.40297203,173.2463456,177.0464392,144.025937,174.2313264,-0.000100017,-1.92E-05,0,FullRollUp
65.78181726,75.34455646,173.1906896,177.0162966,144.1464866,174.2202728,-9.36E-05,-5.78E-06,0,FullRollUp
65.92580063,75.29246204,173.0873128,177.0301199,144.4963797,174.2009052,-3.02E-05,-1.96E-05,0,FullRollUp
66.04350582,75.22698119,173.0127363,177.0913607,144.742714,174.103812,-3.89E-05,-8.64E-06,0,FullRollUp
66.12642286,75.15708136,173.0080334,177.1874967,144.8848396,173.9701969,-4.35E-05,-5.48E-06,0,FullRollUp
66.15848732,75.15237111,172.9708308,177.35425,144.9545985,173.9677456,-6.20E-06,-5.10E-05,0,FullRollUp
66.19302229,75.14354423,172.9427258,177.487987,145.0283855,173.9666109,-5.54E-06,-5.75E-05,0,FullRollUp
66.21070883,75.12455291,172.9619178,177.5728767,145.0607726,173.9491253,-3.22E-06,-2.65E-05,0,FullRollUp
66.25493547,75.10377446,173.0828057,177.6501751,145.1504849,173.936816,-3.10E-06,-7.42E-05,0,FullRollUp
66.11406058,75.0878763,173.1070479,177.6972837,144.8962211,173.9258156,-2.15E-06,-6.54E-05,0,FullRollUp
65.96793514,75.07109595,173.0656035,177.7177673,144.6093908,173.9173087,-4.17E-06,-3.86E-05,0,FullRollUp
65.83840412,75.04579759,172.9712015,177.7237144,144.3101137,173.8827217,-3.40E-06,-8.81E-05,0,FullRollUp
65.84583206,75.0444351,172.7688004,177.7078855,144.2929619,173.9024778,-7.63E-06,-0.00011301,0,FullRollUp
65.79913814,75.03493028,172.6570886,177.5958368,144.1227604,173.880941,-4.11E-06,-3.27E-05,0,FullRollUp
65.68268665,75.02272968,172.6696092,177.5942671,143.8364824,173.8494402,-3.28E-06,-1.80E-05,0,FullRollUp
65.615969,75.03203245,172.6966485,177.6401549,143.3717841,173.8816329,-2.86E-06,-2.52E-05,0,FullRollUp
65.61309613,75.04709939,172.716359,177.6589077,143.132692,173.9191459,-2.21E-06,-9.36E-06,0,FullRollUp
65.66689883,75.06383583,172.7681284,177.7041292,143.1567159,173.9456852,-2.15E-06,-1.06E-05,0,FullRollUp
65.89828133,75.07940805,172.808285,177.7803033,143.6573013,173.9220452,1.08E-05,-7.03E-06,0,FullRollUp
66.02882621,75.07783343,172.8513422,177.8321151,143.948361,173.915806,9.60E-06,-9.12E-06,0,FullRollUp
66.18066739,75.11350099,172.9136715,177.928232,144.2699188,173.8746266,3.24E-05,-5.36E-05,0,FullRollUp
66.43626383,75.1776564,173.0167067,178.0154138,144.7608239,173.8383033,3.41E-05,-9.06E-06,0,FullRollUp
66.61135171,75.2467546,173.0407748,178.0747948,145.1251642,173.8551594,3.74E-05,-5.72E-06,0,FullRollUp
66.75701237,75.32136832,173.0050627,178.0490496,145.3848266,173.8701891,5.36E-07,3.22E-06,0,FullRollUp
66.90028309,75.36623966,173.0788765,178.0321904,145.8048253,173.8829804,-5.96E-08,4.01E-05,0,FullRollUp
66.97373905,75.39482,173.1957407,178.0612486,145.8361334,173.8820774,-1.03E-05,7.39E-06,0,FullRollUp
67.02506073,75.42884463,173.3223728,178.1282047,145.8788751,173.8620758,-1.03E-05,2.86E-05,0,FullRollUp
67.04680401,75.48333933,173.362893,178.2226123,145.9038932,173.86843,3.58E-07,4.29E-05,0,FullRollUp
67.06698102,75.60614349,173.458011,178.4151476,146.1812505,173.8918343,5.76E-05,1.19E-06,0,FullRollUp
67.11400644,75.68358878,173.6223936,178.7175863,146.318241,173.892049,8.34E-07,4.23E-06,0,FullRollUp
