left_hip_angle,right_hip_angle,confidence,feedback,label
175.80135353854595,179.61062784969445,177.7059906941202,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.63695607338573,179.91951312370063,177.77823459854318,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.18040532889694,179.55280367009541,177.8666044994962,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
177.44315848684792,177.8567299246109,177.6499442057294,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
177.90226813584673,177.54935348590357,177.72581081087515,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.21541408118557,175.55051241839035,176.88296324978796,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.47674163755062,175.31148307078132,176.89411235416597,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.41996006871366,175.42135510638371,176.9206575875487,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.48323638326048,175.70202657190623,177.09263147758335,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.35460998397136,175.87545218856283,177.1150310862671,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.38218222199492,176.1043730987192,177.24327766035708,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.73112907132048,175.35272586494798,177.04192746813425,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.69214377786813,175.4820047022648,177.08707424006644,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
177.7478438017501,175.63151041241517,176.68967710708262,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
177.37870030396013,176.00612686480292,176.69241358438154,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.33350863275535,175.72724679585946,176.0303777143074,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.3310619263629,176.20363222269015,176.26734707452653,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.35504258805403,176.62778347105382,176.49141302955394,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.02230031538488,176.71169519682445,176.36699775610467,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
175.8622746251158,177.0355440383476,176.4489093317317,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.97022901835157,176.61662938390916,176.79342920113038,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
176.9934543867165,176.95168841658375,176.97257140165013,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
177.6373165693039,176.64931693603032,177.1433167526671,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
177.78866711627168,176.520754839784,177.15471097802782,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.21448207346594,176.17954543270892,177.19701375308745,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
178.21160730124623,175.84191475869514,177.0267610299707,Lower your hips slightly on the left side! Lower your hips slightly on the right side!,Incorrect
